openalex_id,doi,title,authors,year,venue,citation_count,source_url,pdf_url,landing_page_url,abstract,referenced_works,concepts,query_group,query_text,search_mode,openalex_rank,norm_title,score,exclusion_reason,paper_role_guess,risk_flags,modality_scope,topic_family,must_keep_reason,sort_priority
https://openalex.org/W2975558816,https://doi.org/10.2352/issn.2470-1173.2019.5.mwsf-532,Detecting GAN generated Fake Images using Co-occurrence Matrices,"['Lakshmanan Nataraj', 'Tajuddin Manhar Mohammed', 'B.S. Manjunath', 'Shivkumar Chandrasekaran', 'Arjuna Flenner', 'Jawadul H. Bappy', 'Amit K. Roy–Chowdhury']",2019.0,Electronic Imaging,297,https://doi.org/10.2352/issn.2470-1173.2019.5.mwsf-532,https://library.imaging.org/ei/articles/31/5/art00008,https://doi.org/10.2352/issn.2470-1173.2019.5.mwsf-532,"The advent of Generative Adversarial Networks (GANs) has brought about completely novel ways of transforming and manipulating pixels in digital images. GAN based techniques such as Image-to-Image translations, DeepFakes, and other automated methods have become increasingly popular in creating fake images. In this paper, we propose a novel approach to detect GAN generated fake images using a combination of co-occurrence matrices and deep learning. We extract co-occurrence matrices on three color channels in the pixel domain and train a model using a deep convolutional neural network (CNN) framework. Experimental results on two diverse and challenging GAN datasets comprising more than 56,000 images based on unpaired image-to-image translations (cycleGAN [1]) and facial attributes/expressions (StarGAN [2]) show that our approach is promising and achieves more than 99% classification accuracy in both datasets. Further, our approach also generalizes well and achieves good results when trained on one dataset and tested on the other.","['https://openalex.org/W1834627138', 'https://openalex.org/W1980631944', 'https://openalex.org/W1982106473', 'https://openalex.org/W2009130368', 'https://openalex.org/W2031466562', 'https://openalex.org/W2051459466', 'https://openalex.org/W2068734928', 'https://openalex.org/W2098030814', 'https://openalex.org/W2108598243', 'https://openalex.org/W2125389028', 'https://openalex.org/W2144113691', 'https://openalex.org/W2155319953', 'https://openalex.org/W2165703179', 'https://openalex.org/W2173520492', 'https://openalex.org/W2412509443', 'https://openalex.org/W2471149695', 'https://openalex.org/W2523714292', 'https://openalex.org/W2531409750', 'https://openalex.org/W2552465644', 'https://openalex.org/W2552611751', 'https://openalex.org/W2572561073', 'https://openalex.org/W2598581049', 'https://openalex.org/W2605287558', 'https://openalex.org/W2608015370', 'https://openalex.org/W2611104282', 'https://openalex.org/W2688893606', 'https://openalex.org/W2727703565', 'https://openalex.org/W2738588019', 'https://openalex.org/W2766527293', 'https://openalex.org/W2768626898', 'https://openalex.org/W2774625825', 'https://openalex.org/W2777769595', 'https://openalex.org/W2786289897', 'https://openalex.org/W2789856658', 'https://openalex.org/W2792595326', 'https://openalex.org/W2798357659', 'https://openalex.org/W2808763756', 'https://openalex.org/W2811414481', 'https://openalex.org/W2884471168', 'https://openalex.org/W2896689692', 'https://openalex.org/W2904996883', 'https://openalex.org/W2907295878', 'https://openalex.org/W2911434503', 'https://openalex.org/W2921230249', 'https://openalex.org/W2950465472', 'https://openalex.org/W2950847180', 'https://openalex.org/W2951939904', 'https://openalex.org/W2962793481', 'https://openalex.org/W2963073614', 'https://openalex.org/W2963373786', 'https://openalex.org/W2963444790', 'https://openalex.org/W2963470893', 'https://openalex.org/W2963684088', 'https://openalex.org/W2963767194', 'https://openalex.org/W2963784072', 'https://openalex.org/W2963800363', 'https://openalex.org/W2964146055', 'https://openalex.org/W2972328267', 'https://openalex.org/W4289106821', 'https://openalex.org/W4293398859', 'https://openalex.org/W4294643831', 'https://openalex.org/W4295521014', 'https://openalex.org/W4297732474', 'https://openalex.org/W4320013936', 'https://openalex.org/W4394670483', 'https://openalex.org/W6638891565', 'https://openalex.org/W6674519071', 'https://openalex.org/W6676297131', 'https://openalex.org/W6682627966', 'https://openalex.org/W6718379498', 'https://openalex.org/W6729939709', 'https://openalex.org/W6730095352', 'https://openalex.org/W6735913928', 'https://openalex.org/W6737215374', 'https://openalex.org/W6753655362', 'https://openalex.org/W6757763659', 'https://openalex.org/W6779669310']","['Artificial intelligence', 'Computer science', 'Image (mathematics)', 'Convolutional neural network', 'Pattern recognition (psychology)', 'Pixel', 'Deep learning', 'Domain (mathematical analysis)', 'Generative adversarial network', 'Co-occurrence', 'Computer vision', 'Digital image', 'Deep neural networks', 'Image processing', 'Mathematics', 'Mathematical analysis']",gan_detection,"""detecting GAN generated images""",search,3,detectinggangeneratedfakeimagesusingcooccurrencematrices,5.70395,,dataset/benchmark,,face_image,face_forgery_detection,explicit_known_seed_paper,0
https://openalex.org/W4389370799,https://doi.org/10.1109/ojsp.2023.3337714,Synthbuster: Towards Detection of Diffusion Model Generated Images,['Quentin Bammey'],2023.0,IEEE Open Journal of Signal Processing,65,https://doi.org/10.1109/ojsp.2023.3337714,https://ieeexplore.ieee.org/ielx7/8782710/9006934/10334046.pdf,https://doi.org/10.1109/ojsp.2023.3337714,"Synthetically-generated images are getting increasingly popular. Diffusion models have advanced to the stage where even non-experts can generate photo-realistic images from a simple text prompt. They expand creative horizons but also open a Pandora's box of potential disinformation risks. In this context, the present corpus of synthetic image detection techniques, primarily focusing on older generative models like Generative Adversarial Networks, finds itself ill-equipped to deal with this emerging trend. Recognizing this challenge, we introduce a method specifically designed to detect synthetic images produced by diffusion models. Our approach capitalizes on the inherent frequency artefacts left behind during the diffusion process. Spectral analysis is used to highlight the artefacts in the Fourier transform of a residual image, which are used to distinguish real from fake images. The proposed method can detect diffusion-model-generated images even under mild JPEG compression, and generalizes relatively well to unknown models. By pioneering this novel approach, we aim to fortify forensic methodologies and ignite further research into the detection of AI-generated images.","['https://openalex.org/W2049771774', 'https://openalex.org/W2055745001', 'https://openalex.org/W2154708688', 'https://openalex.org/W2508457857', 'https://openalex.org/W2810080102', 'https://openalex.org/W2888338418', 'https://openalex.org/W2907295878', 'https://openalex.org/W2913455019', 'https://openalex.org/W2952716587', 'https://openalex.org/W2962770929', 'https://openalex.org/W2979259381', 'https://openalex.org/W2982834851', 'https://openalex.org/W2999309192', 'https://openalex.org/W3012472557', 'https://openalex.org/W3012483050', 'https://openalex.org/W3028133848', 'https://openalex.org/W3034577585', 'https://openalex.org/W3035392229', 'https://openalex.org/W3035574324', 'https://openalex.org/W3094502228', 'https://openalex.org/W3108281670', 'https://openalex.org/W3159272381', 'https://openalex.org/W3173126908', 'https://openalex.org/W3174433310', 'https://openalex.org/W3174807077', 'https://openalex.org/W3180355996', 'https://openalex.org/W4212772274', 'https://openalex.org/W4224035735', 'https://openalex.org/W4226125322', 'https://openalex.org/W4250024550', 'https://openalex.org/W4293062324', 'https://openalex.org/W4294643831', 'https://openalex.org/W4308237189', 'https://openalex.org/W4312933868', 'https://openalex.org/W4367000238', 'https://openalex.org/W4375869427', 'https://openalex.org/W4385815563', 'https://openalex.org/W4386071953', 'https://openalex.org/W4386598362', 'https://openalex.org/W4387443781', 'https://openalex.org/W4388621484', 'https://openalex.org/W4400239763', 'https://openalex.org/W6679045638', 'https://openalex.org/W6739901393', 'https://openalex.org/W6745560452', 'https://openalex.org/W6745609711', 'https://openalex.org/W6755312952', 'https://openalex.org/W6766833003', 'https://openalex.org/W6775642233', 'https://openalex.org/W6784333009', 'https://openalex.org/W6791353385', 'https://openalex.org/W6795288823', 'https://openalex.org/W6809885388', 'https://openalex.org/W6810940779']","['Computer science', 'Artificial intelligence', 'Context (archaeology)', 'Process (computing)', 'Diffusion', 'Image editing', 'Image (mathematics)', 'Computer vision', 'Generative grammar', 'Generative model', 'Pattern recognition (psychology)', 'Machine learning', 'Thermodynamics', 'Paleontology', 'Biology', 'Physics', 'Operating system']",core_aigc_detection,"""AI-generated image detection""",search,2,synthbustertowardsdetectionofdiffusionmodelgeneratedimages,5.67275,,method,,image,ai_generated_image_detection,explicit_known_seed_paper,0
https://openalex.org/W4380993529,https://doi.org/10.48550/arxiv.2306.08571,GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,"['Mingjian Zhu', 'Hanting Chen', 'Qiangyu Yan', 'Xudong Huang', 'Guanyu Lin', 'Wei Li', 'Zhijun Tu', 'Hailin Hu', 'Jie Hu', 'Yunhe Wang']",2023.0,arXiv (Cornell University),33,http://arxiv.org/abs/2306.08571,https://arxiv.org/pdf/2306.08571,http://arxiv.org/abs/2306.08571,"The extraordinary ability of generative models to generate photographic images has intensified concerns about the spread of disinformation, thereby leading to the demand for detectors capable of distinguishing between AI-generated fake images and real images. However, the lack of large datasets containing images from the most advanced image generators poses an obstacle to the development of such detectors. In this paper, we introduce the GenImage dataset, which has the following advantages: 1) Plenty of Images, including over one million pairs of AI-generated fake images and collected real images. 2) Rich Image Content, encompassing a broad range of image classes. 3) State-of-the-art Generators, synthesizing images with advanced diffusion models and GANs. The aforementioned advantages allow the detectors trained on GenImage to undergo a thorough evaluation and demonstrate strong applicability to diverse images. We conduct a comprehensive analysis of the dataset and propose two tasks for evaluating the detection method in resembling real-world scenarios. The cross-generator image classification task measures the performance of a detector trained on one generator when tested on the others. The degraded image classification task assesses the capability of the detectors in handling degraded images such as low-resolution, blurred, and compressed images. With the GenImage dataset, researchers can effectively expedite the development and evaluation of superior AI-generated image detectors in comparison to prevailing methodologies.",[],"['Computer science', 'Artificial intelligence', 'Generator (circuit theory)', 'Detector', 'Benchmark (surveying)', 'Task (project management)', 'Computer vision', 'Obstacle', 'Image (mathematics)', 'Pattern recognition (psychology)', 'Management', 'Quantum mechanics', 'Geography', 'Economics', 'Geodesy', 'Political science', 'Telecommunications', 'Physics', 'Law', 'Power (physics)']",core_aigc_detection,"""AI-generated image detection""",search,6,genimageamillionscalebenchmarkfordetectingaigeneratedimage,5.66155,,dataset/benchmark,,image,ai_generated_image_detection,explicit_known_seed_paper,0
https://openalex.org/W4327810824,https://doi.org/10.48550/arxiv.2303.09295,DIRE for Diffusion-Generated Image Detection,"['Zhendong Wang', 'Jianmin Bao', 'Wengang Zhou', 'Weilun Wang', 'Hezhen Hu', 'Hong Chen', 'Houqiang Li']",2023.0,arXiv (Cornell University),4,http://arxiv.org/abs/2303.09295,https://arxiv.org/pdf/2303.09295,http://arxiv.org/abs/2303.09295,"Diffusion models have shown remarkable success in visual synthesis, but have also raised concerns about potential abuse for malicious purposes. In this paper, we seek to build a detector for telling apart real images from diffusion-generated images. We find that existing detectors struggle to detect images generated by diffusion models, even if we include generated images from a specific diffusion model in their training data. To address this issue, we propose a novel image representation called DIffusion Reconstruction Error (DIRE), which measures the error between an input image and its reconstruction counterpart by a pre-trained diffusion model. We observe that diffusion-generated images can be approximately reconstructed by a diffusion model while real images cannot. It provides a hint that DIRE can serve as a bridge to distinguish generated and real images. DIRE provides an effective way to detect images generated by most diffusion models, and it is general for detecting generated images from unseen diffusion models and robust to various perturbations. Furthermore, we establish a comprehensive diffusion-generated benchmark including images generated by eight diffusion models to evaluate the performance of diffusion-generated image detectors. Extensive experiments on our collected benchmark demonstrate that DIRE exhibits superiority over previous generated-image detectors. The code and dataset are available at https://github.com/ZhendongWang6/DIRE.",[],"['Diffusion', 'Computer science', 'Benchmark (surveying)', 'Artificial intelligence', 'Code (set theory)', 'Image (mathematics)', 'Computer vision', 'Representation (politics)', 'Detector', 'Physics', 'Geography', 'Cartography', 'Set (abstract data type)', 'Telecommunications', 'Thermodynamics', 'Programming language', 'Political science', 'Law', 'Politics']",core_aigc_detection,"""generated image detection"" ""forensics""",search,65,direfordiffusiongeneratedimagedetection,5.6514,,dataset/benchmark,,image,ai_generated_image_detection,explicit_known_seed_paper,0
https://openalex.org/W4415343382,https://doi.org/10.48550/arxiv.2507.02664,AIGI-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,"['Ziyin Zhou', 'Yunpeng Luo', 'Yuanchen Wu', 'Ke Sun', 'Jiayi Ji', 'Ke Yan', 'Shouhong Ding', 'Xiaoshuai Sun', 'Yunsheng Wu', 'Rongrong Ji']",2025.0,ArXiv.org,0,http://arxiv.org/abs/2507.02664,https://arxiv.org/pdf/2507.02664,http://arxiv.org/abs/2507.02664,"The rapid development of AI-generated content (AIGC) technology has led to the misuse of highly realistic AI-generated images (AIGI) in spreading misinformation, posing a threat to public information security. Although existing AIGI detection techniques are generally effective, they face two issues: 1) a lack of human-verifiable explanations, and 2) a lack of generalization in the latest generation technology. To address these issues, we introduce a large-scale and comprehensive dataset, Holmes-Set, which includes the Holmes-SFTSet, an instruction-tuning dataset with explanations on whether images are AI-generated, and the Holmes-DPOSet, a human-aligned preference dataset. Our work introduces an efficient data annotation method called the Multi-Expert Jury, enhancing data generation through structured MLLM explanations and quality control via cross-model evaluation, expert defect filtering, and human preference modification. In addition, we propose Holmes Pipeline, a meticulously designed three-stage training framework comprising visual expert pre-training, supervised fine-tuning, and direct preference optimization. Holmes Pipeline adapts multimodal large language models (MLLMs) for AIGI detection while generating human-verifiable and human-aligned explanations, ultimately yielding our model AIGI-Holmes. During the inference stage, we introduce a collaborative decoding strategy that integrates the model perception of the visual expert with the semantic reasoning of MLLMs, further enhancing the generalization capabilities. Extensive experiments on three benchmarks validate the effectiveness of our AIGI-Holmes.",[],"['Computer science', 'Artificial intelligence', 'Generalization', 'Inference', 'Pipeline (software)', 'Machine learning', 'Preference', 'Quality (philosophy)', 'Annotation', 'Natural language processing', 'Face (sociological concept)', 'Closed captioning', 'Semantics (computer science)', 'Face detection', 'Object detection', 'Image (mathematics)', 'Perception', 'Language model', 'Preference learning', 'Decoding methods', 'Visual reasoning', 'Visualization', 'Natural language', 'Structured prediction', 'Expert system', 'Probabilistic logic', 'Data modeling', 'Human visual system model', 'Task analysis']",core_aigc_detection,"""AI-generated image detection""",search,131,aigiholmestowardsexplainableandgeneralizableaigeneratedimagedetectionviamultimodallargelanguagemodels,5.65,,dataset/benchmark,,face_image,ai_generated_image_detection,explicit_known_seed_paper,0
https://openalex.org/W4414979736,https://doi.org/10.48550/arxiv.2510.05891,$\bf{D^3}$QE: Learning Discrete Distribution Discrepancy-aware Quantization Error for Autoregressive-Generated Image Detection,"['Yi Zhang', 'Bofu Yu', 'Yu Zheng', 'Wenzhao Zheng', 'Yueqi Duan', 'Chen, Lei', 'Jie Zhou', 'Jiwen Lu']",2025.0,ArXiv.org,0,http://arxiv.org/abs/2510.05891,https://arxiv.org/pdf/2510.05891,http://arxiv.org/abs/2510.05891,"The emergence of visual autoregressive (AR) models has revolutionized image generation while presenting new challenges for synthetic image detection. Unlike previous GAN or diffusion-based methods, AR models generate images through discrete token prediction, exhibiting both marked improvements in image synthesis quality and unique characteristics in their vector-quantized representations. In this paper, we propose to leverage Discrete Distribution Discrepancy-aware Quantization Error (D$^3$QE) for autoregressive-generated image detection that exploits the distinctive patterns and the frequency distribution bias of the codebook existing in real and fake images. We introduce a discrete distribution discrepancy-aware transformer that integrates dynamic codebook frequency statistics into its attention mechanism, fusing semantic features and quantization error latent. To evaluate our method, we construct a comprehensive dataset termed ARForensics covering 7 mainstream visual AR models. Experiments demonstrate superior detection accuracy and strong generalization of D$^3$QE across different AR models, with robustness to real-world perturbations. Code is available at \href{https://github.com/Zhangyr2022/D3QE}{https://github.com/Zhangyr2022/D3QE}.",[],"['Codebook', 'Artificial intelligence', 'Computer science', 'Linde–Buzo–Gray algorithm', 'Autoregressive model', 'Vector quantization', 'Pattern recognition (psychology)', 'Quantization (signal processing)', 'Robustness (evolution)', 'Algorithm', 'Computer vision', 'Leverage (statistics)', 'Error detection and correction', 'Image compression', 'Image quality', 'Image processing', 'Discrete cosine transform', 'Pixel', 'Mean squared prediction error', 'Granularity', 'Mathematics', 'Image (mathematics)', 'Discrete wavelet transform', 'Security token', 'Image segmentation', 'Coding (social sciences)', 'Discriminator', 'Feature extraction', 'Encoder', 'Decoding methods', 'False alarm', 'Probability distribution']",core_aigc_detection,"""synthetic image detection"" ""diffusion""",title_abs,32,bfd3qelearningdiscretedistributiondiscrepancyawarequantizationerrorforautoregressivegeneratedimagedetection,5.65,,dataset/benchmark,,image,ai_generated_image_detection,explicit_known_seed_paper,0
https://openalex.org/W2995695852,https://doi.org/10.48550/arxiv.1912.11035,CNN-generated images are surprisingly easy to spot... for now,"['Sheng-Yu Wang', 'Oliver Wang', 'Richard Zhang', 'Andrew Owens', 'Alexei A. Efros']",2019.0,arXiv (Cornell University),42,http://arxiv.org/abs/1912.11035,https://arxiv.org/pdf/1912.11035,http://arxiv.org/abs/1912.11035,"In this work we ask whether it is possible to create a ""universal"" detector for telling apart real images from these generated by a CNN, regardless of architecture or dataset used. To test this, we collect a dataset consisting of fake images generated by 11 different CNN-based image generator models, chosen to span the space of commonly used architectures today (ProGAN, StyleGAN, BigGAN, CycleGAN, StarGAN, GauGAN, DeepFakes, cascaded refinement networks, implicit maximum likelihood estimation, second-order attention super-resolution, seeing-in-the-dark). We demonstrate that, with careful pre- and post-processing and data augmentation, a standard image classifier trained on only one specific CNN generator (ProGAN) is able to generalize surprisingly well to unseen architectures, datasets, and training methods (including the just released StyleGAN2). Our findings suggest the intriguing possibility that today's CNN-generated images share some common systematic flaws, preventing them from achieving realistic image synthesis. Code and pre-trained networks are available at https://peterwang512.github.io/CNNDetection/ .","['https://openalex.org/W967544008', 'https://openalex.org/W1618905105', 'https://openalex.org/W1861492603', 'https://openalex.org/W2031342017', 'https://openalex.org/W2038168805', 'https://openalex.org/W2070604790', 'https://openalex.org/W2117539524', 'https://openalex.org/W2155180118', 'https://openalex.org/W2164147879', 'https://openalex.org/W2190424233', 'https://openalex.org/W2194775991', 'https://openalex.org/W2295107390', 'https://openalex.org/W2331128040', 'https://openalex.org/W2541922885', 'https://openalex.org/W2572561073', 'https://openalex.org/W2787755382', 'https://openalex.org/W2799265886', 'https://openalex.org/W2802701183', 'https://openalex.org/W2804078698', 'https://openalex.org/W2807007689', 'https://openalex.org/W2811414481', 'https://openalex.org/W2893749619', 'https://openalex.org/W2901566135', 'https://openalex.org/W2902304528', 'https://openalex.org/W2907295878', 'https://openalex.org/W2954930822', 'https://openalex.org/W2962760235', 'https://openalex.org/W2962770929', 'https://openalex.org/W2962974533', 'https://openalex.org/W2963073614', 'https://openalex.org/W2963091558', 'https://openalex.org/W2963522749', 'https://openalex.org/W2963767194', 'https://openalex.org/W2964013315', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964146055', 'https://openalex.org/W2972754346', 'https://openalex.org/W2975558816', 'https://openalex.org/W2982058372', 'https://openalex.org/W2984854289', 'https://openalex.org/W2985060393', 'https://openalex.org/W2988576913', 'https://openalex.org/W3012472557', 'https://openalex.org/W3035574324']","['Computer science', 'Artificial intelligence', 'Generator (circuit theory)', 'Classifier (UML)', 'Image (mathematics)', 'Code (set theory)', 'Pattern recognition (psychology)', 'Ask price', 'Detector', 'Architecture', 'Power (physics)', 'Programming language', 'Visual arts', 'Set (abstract data type)', 'Economy', 'Physics', 'Art', 'Quantum mechanics', 'Telecommunications', 'Economics']",benchmarks_datasets,"""ForenSynths""",search,5,cnngeneratedimagesaresurprisinglyeasytospotfornow,5.6147,,dataset/benchmark,,image,face_forgery_detection,explicit_known_seed_paper,0
https://openalex.org/W4416184934,https://doi.org/10.48550/arxiv.2511.08423,OmniAID: Decoupling Semantic and Artifacts for Universal AI-Generated Image Detection in the Wild,"['Yuncheng Guo', 'Junyan Ye', 'C. Zhang', 'Kang, Hengrui', 'Haohuan Fu', 'Conghui He', 'Weijia Li']",2025.0,ArXiv.org,0,http://arxiv.org/abs/2511.08423,https://arxiv.org/pdf/2511.08423,http://arxiv.org/abs/2511.08423,"A truly universal AI-Generated Image (AIGI) detector must simultaneously generalize across diverse generative models and varied semantic content. Current state-of-the-art methods learn a single, entangled forgery representation, conflating content-dependent flaws with content-agnostic artifacts, and are further constrained by outdated benchmarks. To overcome these limitations, we propose OmniAID, a novel framework centered on a decoupled Mixture-of-Experts (MoE) architecture. The core of our method is a hybrid expert system designed to decouple: (1) semantic flaws across distinct content domains, and (2) content-dependent flaws from content-agnostic universal artifacts. This system employs a set of Routable Specialized Semantic Experts, each for a distinct domain (e.g., human, animal), complemented by a Fixed Universal Artifact Expert. This architecture is trained using a novel two-stage strategy: we first train the experts independently with domain-specific hard-sampling to ensure specialization, and subsequently train a lightweight gating network for effective input routing. By explicitly decoupling ""what is generated"" (content-specific flaws) from ""how it is generated"" (universal artifacts), OmniAID achieves robust generalization. To address outdated benchmarks and validate real-world applicability, we introduce Mirage, a new large-scale, contemporary dataset. Extensive experiments, using both traditional benchmarks and our Mirage dataset, demonstrate our model surpasses existing monolithic detectors, establishing a new and robust standard for AIGI authentication against modern, in-the-wild threats.",[],"['Computer science', 'Artificial intelligence', 'Set (abstract data type)', 'Decoupling (probability)', 'Authentication (law)', 'Domain (mathematical analysis)', 'Exploit', 'Detector', 'Image (mathematics)', 'Architecture', 'Object detection', 'Correctness', 'Generative model', 'Robustness (evolution)', 'Generative grammar', 'Computer vision', 'Scheme (mathematics)', 'Artifact (error)', 'Computer engineering', 'Sketch', 'Matching (statistics)', 'Image processing', 'Machine learning', 'Theoretical computer science', 'Pattern recognition (psychology)']",core_aigc_detection,"""AI-generated image detection""",pdf_oa,55,omniaiddecouplingsemanticandartifactsforuniversalaigeneratedimagedetectioninthewild,5.58,,dataset/benchmark,,image,benchmark_dataset,explicit_known_seed_paper,0
https://openalex.org/W4321471472,https://doi.org/10.48550/arxiv.2302.10174,Towards Universal Fake Image Detectors that Generalize Across Generative Models,"['Utkarsh Ojha', 'Yuheng Li', 'Yong‐Jae Lee']",2023.0,arXiv (Cornell University),6,http://arxiv.org/abs/2302.10174,https://arxiv.org/pdf/2302.10174,http://arxiv.org/abs/2302.10174,"With generative models proliferating at a rapid rate, there is a growing need for general purpose fake image detectors. In this work, we first show that the existing paradigm, which consists of training a deep network for real-vs-fake classification, fails to detect fake images from newer breeds of generative models when trained to detect GAN fake images. Upon analysis, we find that the resulting classifier is asymmetrically tuned to detect patterns that make an image fake. The real class becomes a sink class holding anything that is not fake, including generated images from models not accessible during training. Building upon this discovery, we propose to perform real-vs-fake classification without learning; i.e., using a feature space not explicitly trained to distinguish real from fake images. We use nearest neighbor and linear probing as instantiations of this idea. When given access to the feature space of a large pretrained vision-language model, the very simple baseline of nearest neighbor classification has surprisingly good generalization ability in detecting fake images from a wide variety of generative models; e.g., it improves upon the SoTA by +15.07 mAP and +25.90% acc when tested on unseen diffusion and autoregressive models.",[],"['Computer science', 'Artificial intelligence', 'Generative model', 'Generative grammar', 'Classifier (UML)', 'Pattern recognition (psychology)', 'Feature vector', 'Generalization', 'k-nearest neighbors algorithm', 'Feature (linguistics)', 'Image (mathematics)', 'Class (philosophy)', 'Contextual image classification', 'Machine learning', 'Mathematics', 'Mathematical analysis', 'Philosophy', 'Linguistics']",core_aigc_detection,"""fake image detection"" ""GAN""",search,100,towardsuniversalfakeimagedetectorsthatgeneralizeacrossgenerativemodels,5.5521,,method,,image,ai_generated_image_detection,explicit_known_seed_paper,0
https://openalex.org/W4405255122,https://doi.org/10.48550/arxiv.2412.07140,FIRE: Robust Detection of Diffusion-Generated Images via Frequency-Guided Reconstruction Error,"['Beilin Chu', 'Xuan Xu', 'Xin Wang', 'Yufei Zhang', 'Weike You', 'Linna Zhou']",2024.0,arXiv (Cornell University),0,http://arxiv.org/abs/2412.07140,https://arxiv.org/pdf/2412.07140,http://arxiv.org/abs/2412.07140,"The rapid advancement of diffusion models has significantly improved high-quality image generation, making generated content increasingly challenging to distinguish from real images and raising concerns about potential misuse. In this paper, we observe that diffusion models struggle to accurately reconstruct mid-band frequency information in real images, suggesting the limitation could serve as a cue for detecting diffusion model generated images. Motivated by this observation, we propose a novel method called Frequency-guided Reconstruction Error (FIRE), which, to the best of our knowledge, is the first to investigate the influence of frequency decomposition on reconstruction error. FIRE assesses the variation in reconstruction error before and after the frequency decomposition, offering a robust method for identifying diffusion model generated images. Extensive experiments show that FIRE generalizes effectively to unseen diffusion models and maintains robustness against diverse perturbations.",[],"['Computer science', 'Diffusion', 'Artificial intelligence', 'Algorithm', 'Computer vision', 'Pattern recognition (psychology)', 'Mathematics', 'Physics', 'Thermodynamics']",diffusion_detection,"""diffusion-generated image detection""",search,113,firerobustdetectionofdiffusiongeneratedimagesviafrequencyguidedreconstructionerror,5.55,,method,,image,ai_generated_image_detection,explicit_known_seed_paper,0
